datetime_to_utc,location_id,station_name,latitude,longitude,pm25,pm25_next_hour,predicted_pm25_xgboost,predicted_pm25_persistence,predicted_pm25_hybrid,xgboost_absolute_error,persistence_absolute_error,hybrid_absolute_error,forecast_change_pm25,forecast_change_percent,predicted_pm25_subindex,aqi_category,risk_level,forecast_direction,recommendation,alert_message
2025-12-24 18:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,75.9,70.1,52.88,75.9,75.9,17.216603851318354,5.800000000000011,5.800000000000011,-23.02,-30.32,88,Satisfactory,Low,Improving sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 52.9 µg/m³. Conditions are improving sharply."
2025-12-24 18:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,66.0,82.0,52.42,66.0,66.0,29.582019805908203,16.0,16.0,-13.58,-20.58,87,Satisfactory,Low,Improving sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 52.4 µg/m³. Conditions are improving sharply."
2025-12-24 19:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,63.4,77.4,71.99,63.4,63.4,5.407965087890631,14.000000000000009,14.000000000000009,8.59,13.55,139,Moderately Polluted,Moderate,Rising,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali, Chennai - CPCB: next-hour PM2.5 is forecast at 72.0 µg/m³. Conditions are rising."
2025-12-24 19:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,7.73,32.33,7.73,7.73,24.603011627197265,0.0,0.0,24.6,318.28,53,Satisfactory,Low,Rising sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 32.3 µg/m³. Conditions are rising sharply."
2025-12-24 19:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,63.4,60.4,71.98,63.4,63.4,11.584840393066408,3.0,3.0,8.58,13.54,138,Moderately Polluted,Moderate,Rising,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali Village, Chennai - TNPCB: next-hour PM2.5 is forecast at 72.0 µg/m³. Conditions are rising."
2025-12-24 19:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,14.9,17.9,14.29,14.9,14.9,3.6101297378540025,2.9999999999999982,2.9999999999999982,-0.61,-4.09,24,Good,Low,Stable,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 14.3 µg/m³. Conditions are stable."
2025-12-24 19:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,70.1,74.4,72.1,70.1,70.1,2.300833129882818,4.300000000000011,4.300000000000011,2.0,2.85,139,Moderately Polluted,Moderate,Stable,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 72.1 µg/m³. Conditions are stable."
2025-12-24 19:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,82.0,82.6,89.16,82.0,82.0,6.560438537597662,0.5999999999999943,0.5999999999999943,7.16,8.73,197,Moderately Polluted,Moderate,Rising,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Perungudi, Chennai - TNPCB: next-hour PM2.5 is forecast at 89.2 µg/m³. Conditions are rising."
2025-12-24 20:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,77.4,37.8,77.92,77.4,77.4,40.12018127441407,39.60000000000001,39.60000000000001,0.52,0.67,159,Moderately Polluted,Moderate,Stable,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali, Chennai - CPCB: next-hour PM2.5 is forecast at 77.9 µg/m³. Conditions are stable."
2025-12-24 20:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,7.73,42.39,7.73,7.73,34.66323043823242,0.0,0.0,34.66,448.42,70,Satisfactory,Low,Rising sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 42.4 µg/m³. Conditions are rising sharply."
2025-12-24 20:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,60.4,66.5,60.61,60.4,60.4,5.8918304443359375,6.100000000000001,6.100000000000001,0.21,0.34,100,Satisfactory,Low,Stable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali Village, Chennai - TNPCB is forecast to remain within the satisfactory category at 60.6 µg/m³. Conditions are stable."
2025-12-24 20:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,17.9,70.9,25.59,17.9,17.9,45.30875434875489,53.00000000000001,53.00000000000001,7.69,42.97,43,Good,Low,Rising,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 25.6 µg/m³. Conditions are rising."
2025-12-24 20:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,74.4,89.1,72.13,74.4,74.4,16.972489929199213,14.699999999999989,14.699999999999989,-2.27,-3.05,139,Moderately Polluted,Moderate,Stable,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 72.1 µg/m³. Conditions are stable."
2025-12-24 20:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,82.6,85.4,94.94,82.6,82.6,9.539414978027338,2.800000000000012,2.800000000000012,12.34,14.94,214,Poor,High,Rising sharply,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Perungudi, Chennai - TNPCB: next-hour PM2.5 is forecast at 94.9 µg/m³. Conditions are rising sharply."
2025-12-24 21:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,37.8,29.5,39.46,37.8,37.8,9.956005096435549,8.299999999999997,8.299999999999997,1.66,4.38,65,Satisfactory,Low,Stable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 39.5 µg/m³. Conditions are stable."
2025-12-24 21:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,7.73,30.78,7.73,7.73,23.05103256225586,0.0,0.0,23.05,298.2,51,Satisfactory,Low,Rising sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 30.8 µg/m³. Conditions are rising sharply."
2025-12-24 21:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,66.5,87.9,69.54,66.5,66.5,18.35613861083985,21.40000000000001,21.40000000000001,3.04,4.58,130,Moderately Polluted,Moderate,Rising,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali Village, Chennai - TNPCB: next-hour PM2.5 is forecast at 69.5 µg/m³. Conditions are rising."
2025-12-24 21:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,70.9,76.8,81.6,70.9,70.9,4.798899841308597,5.899999999999992,5.899999999999992,10.7,15.09,171,Moderately Polluted,Moderate,Rising sharply,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Royapuram, Chennai - TNPCB: next-hour PM2.5 is forecast at 81.6 µg/m³. Conditions are rising sharply."
2025-12-24 21:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,89.1,105.0,97.38,89.1,89.1,7.6240234375,15.900000000000006,15.900000000000006,8.28,9.29,223,Poor,High,Rising,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 97.4 µg/m³. Conditions are rising."
2025-12-24 21:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,85.4,99.0,79.97,85.4,85.4,19.02515411376953,13.599999999999994,13.599999999999994,-5.43,-6.35,166,Moderately Polluted,Moderate,Improving,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Perungudi, Chennai - TNPCB: next-hour PM2.5 is forecast at 80.0 µg/m³. Conditions are improving."
2025-12-24 22:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,29.5,97.3,35.81,29.5,29.5,61.49019317626953,67.8,67.8,6.31,21.39,59,Satisfactory,Low,Rising,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 35.8 µg/m³. Conditions are rising."
2025-12-24 22:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,7.73,31.39,7.73,7.73,23.6566024017334,0.0,0.0,23.66,306.04,52,Satisfactory,Low,Rising sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 31.4 µg/m³. Conditions are rising sharply."
2025-12-24 22:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,87.9,103.0,91.02,87.9,87.9,11.976570129394531,15.099999999999994,15.099999999999994,3.12,3.55,201,Poor,High,Rising,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Manali Village, Chennai - TNPCB: next-hour PM2.5 is forecast at 91.0 µg/m³. Conditions are rising."
2025-12-24 22:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,76.8,39.0,71.67,76.8,76.8,32.67283630371094,37.8,37.8,-5.13,-6.68,137,Moderately Polluted,Moderate,Improving,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Royapuram, Chennai - TNPCB: next-hour PM2.5 is forecast at 71.7 µg/m³. Conditions are improving."
2025-12-24 22:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,105.0,105.0,101.19,105.0,105.0,3.8065109252929688,0.0,0.0,-3.81,-3.63,236,Poor,High,Improving,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 101.2 µg/m³. Conditions are improving."
2025-12-24 22:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,99.0,103.0,105.14,99.0,99.0,2.1359405517578125,4.0,4.0,6.14,6.2,249,Poor,High,Rising,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Perungudi, Chennai - TNPCB: next-hour PM2.5 is forecast at 105.1 µg/m³. Conditions are rising."
2025-12-24 23:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,97.3,91.1,72.75,97.3,97.3,18.350732421874994,6.200000000000003,6.200000000000003,-24.55,-25.23,141,Moderately Polluted,Moderate,Improving sharply,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali, Chennai - CPCB: next-hour PM2.5 is forecast at 72.7 µg/m³. Conditions are improving sharply."
2025-12-24 23:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,7.73,43.34,7.73,7.73,35.61441757202148,0.0,0.0,35.61,460.73,72,Satisfactory,Low,Rising sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 43.3 µg/m³. Conditions are rising sharply."
2025-12-24 23:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,103.0,109.0,115.56,103.0,103.0,6.561012268066406,6.0,6.0,12.56,12.2,285,Poor,High,Rising sharply,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Manali Village, Chennai - TNPCB: next-hour PM2.5 is forecast at 115.6 µg/m³. Conditions are rising sharply."
2025-12-24 23:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,39.0,40.1,41.59,39.0,39.0,1.4927772521972642,1.1000000000000014,1.1000000000000014,2.59,6.65,69,Satisfactory,Low,Stable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 41.6 µg/m³. Conditions are stable."
2025-12-24 23:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,105.0,110.0,100.39,105.0,105.0,9.614295959472656,5.0,5.0,-4.61,-4.39,233,Poor,High,Improving,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 100.4 µg/m³. Conditions are improving."
2025-12-24 23:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,103.0,93.0,93.29,103.0,103.0,0.287445068359375,10.0,10.0,-9.71,-9.43,209,Poor,High,Improving,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Perungudi, Chennai - TNPCB: next-hour PM2.5 is forecast at 93.3 µg/m³. Conditions are improving."
2025-12-25 00:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,91.1,73.1,65.95,91.1,91.1,7.151025390624994,18.0,18.0,-25.15,-27.61,118,Moderately Polluted,Moderate,Improving sharply,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali, Chennai - CPCB: next-hour PM2.5 is forecast at 65.9 µg/m³. Conditions are improving sharply."
2025-12-25 00:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,7.73,43.18,7.73,7.73,35.44768478393554,0.0,0.0,35.45,458.57,72,Satisfactory,Low,Rising sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 43.2 µg/m³. Conditions are rising sharply."
2025-12-25 00:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,109.0,106.0,101.23,109.0,109.0,4.766571044921875,3.0,3.0,-7.77,-7.13,236,Poor,High,Improving,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Manali Village, Chennai - TNPCB: next-hour PM2.5 is forecast at 101.2 µg/m³. Conditions are improving."
2025-12-25 00:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,40.1,42.0,52.58,40.1,40.1,10.5821533203125,1.8999999999999984,1.8999999999999984,12.48,31.13,87,Satisfactory,Low,Rising sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 52.6 µg/m³. Conditions are rising sharply."
2025-12-25 00:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,110.0,110.0,104.01,110.0,110.0,5.989349365234375,0.0,0.0,-5.99,-5.44,245,Poor,High,Improving,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 104.0 µg/m³. Conditions are improving."
2025-12-25 00:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,93.0,96.1,84.76,93.0,93.0,11.336083984374994,3.0999999999999943,3.0999999999999943,-8.24,-8.86,182,Moderately Polluted,Moderate,Improving,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Perungudi, Chennai - TNPCB: next-hour PM2.5 is forecast at 84.8 µg/m³. Conditions are improving."
2025-12-25 01:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,73.1,39.8,78.55,73.1,73.1,38.75065155029297,33.3,33.3,5.45,7.46,161,Moderately Polluted,Moderate,Rising,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali, Chennai - CPCB: next-hour PM2.5 is forecast at 78.6 µg/m³. Conditions are rising."
2025-12-25 01:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,7.73,37.52,7.73,7.73,29.787993927001956,0.0,0.0,29.79,385.36,62,Satisfactory,Low,Rising sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 37.5 µg/m³. Conditions are rising sharply."
2025-12-25 01:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,106.0,99.7,102.74,106.0,106.0,3.041271972656247,6.299999999999997,6.299999999999997,-3.26,-3.07,241,Poor,High,Improving,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Manali Village, Chennai - TNPCB: next-hour PM2.5 is forecast at 102.7 µg/m³. Conditions are improving."
2025-12-25 01:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,42.0,37.4,47.37,42.0,42.0,9.966512298583986,4.600000000000001,4.600000000000001,5.37,12.78,79,Satisfactory,Low,Rising,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 47.4 µg/m³. Conditions are rising."
2025-12-25 01:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,110.0,105.0,97.32,110.0,110.0,7.679107666015625,5.0,5.0,-12.68,-11.53,223,Poor,High,Improving sharply,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 97.3 µg/m³. Conditions are improving sharply."
2025-12-25 01:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,96.1,96.8,76.88,96.1,96.1,19.918316650390626,0.7000000000000028,0.7000000000000028,-19.22,-20.0,155,Moderately Polluted,Moderate,Improving sharply,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Perungudi, Chennai - TNPCB: next-hour PM2.5 is forecast at 76.9 µg/m³. Conditions are improving sharply."
2025-12-25 02:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,39.8,87.7,30.3,39.8,39.8,57.40415878295899,47.900000000000006,47.900000000000006,-9.5,-23.88,50,Good,Low,Improving,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 30.3 µg/m³. Conditions are improving."
2025-12-25 02:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,7.73,36.45,7.73,7.73,28.72171356201172,0.0,0.0,28.72,371.56,60,Satisfactory,Low,Rising sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 36.5 µg/m³. Conditions are rising sharply."
2025-12-25 02:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,99.7,94.7,94.66,99.7,99.7,0.0370590209960965,5.0,5.0,-5.04,-5.05,214,Poor,High,Improving,Sensitive groups should avoid prolonged outdoor exposure. Consider masks and indoor alternatives.,"Air-quality caution for Manali Village, Chennai - TNPCB: next-hour PM2.5 is forecast at 94.7 µg/m³. Conditions are improving."
2025-12-25 02:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,37.4,34.3,38.49,37.4,37.4,4.185229492187503,3.1000000000000014,3.1000000000000014,1.09,2.9,64,Satisfactory,Low,Stable,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 38.5 µg/m³. Conditions are stable."
2025-12-25 02:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,105.0,96.5,87.08,105.0,105.0,9.416122436523438,8.5,8.5,-17.92,-17.06,190,Moderately Polluted,Moderate,Improving sharply,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 87.1 µg/m³. Conditions are improving sharply."
2025-12-25 02:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,96.8,91.5,71.4,96.8,96.8,20.09937286376953,5.299999999999997,5.299999999999997,-25.4,-26.24,137,Moderately Polluted,Moderate,Improving sharply,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Perungudi, Chennai - TNPCB: next-hour PM2.5 is forecast at 71.4 µg/m³. Conditions are improving sharply."
2025-12-25 03:30:00+00:00,2586,"Manali, Chennai - CPCB",13.164544,80.26285,87.7,76.0,58.92,87.7,87.7,17.075870513916016,11.700000000000005,11.700000000000005,-28.78,-32.81,98,Satisfactory,Low,Improving sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 58.9 µg/m³. Conditions are improving sharply."
2025-12-25 03:30:00+00:00,5655,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,7.73,7.73,37.12,7.73,7.73,29.394832153320312,0.0,0.0,29.39,380.27,61,Satisfactory,Low,Rising sharply,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 37.1 µg/m³. Conditions are rising sharply."
2025-12-25 03:30:00+00:00,10780,"Manali Village, Chennai - TNPCB",13.1662,80.2584,94.7,87.3,87.16,94.7,94.7,0.1356399536132784,7.400000000000006,7.400000000000006,-7.54,-7.96,190,Moderately Polluted,Moderate,Improving,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Manali Village, Chennai - TNPCB: next-hour PM2.5 is forecast at 87.2 µg/m³. Conditions are improving."
2025-12-25 03:30:00+00:00,11578,"Royapuram, Chennai - TNPCB",13.1036,80.2909,34.3,34.2,40.94,34.3,34.3,6.739361572265622,0.0999999999999943,0.0999999999999943,6.64,19.36,68,Satisfactory,Low,Rising,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 40.9 µg/m³. Conditions are rising."
2025-12-25 03:30:00+00:00,11581,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,96.5,84.9,75.76,96.5,96.5,9.144140625000006,11.599999999999994,11.599999999999994,-20.74,-21.5,151,Moderately Polluted,Moderate,Improving sharply,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Arumbakkam, Chennai - TNPCB: next-hour PM2.5 is forecast at 75.8 µg/m³. Conditions are improving sharply."
2025-12-25 03:30:00+00:00,12046,"Perungudi, Chennai - TNPCB",12.9533,80.2357,91.5,96.0,77.34,91.5,91.5,18.65693664550781,4.5,4.5,-14.16,-15.47,157,Moderately Polluted,Moderate,Improving sharply,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Perungudi, Chennai - TNPCB: next-hour PM2.5 is forecast at 77.3 µg/m³. Conditions are improving sharply."
